Booking ID,Booking Date,Travel Date,Lead Time (Days),Origin,Destination,Airline Name,Flight Number,Flight Distance (km),Passenger Type,Class,Ticket Price (INR),Payment Method,Booking Channel,Booking Status,Cancellation Reason,Customer Satisfaction Rating
BKG100332,22-06-2023,23-06-2023,1,BOM,BLR,SpiceJet,SG494,980,Adult,Economy,3539,UPI,Travel Agent,Confirmed,,1
BKG100333,26-02-2023,13-05-2023,76,BOM,BLR,IndiGo,6E764,980,Adult,Economy,3847,Wallet,Travel Agent,Confirmed,,1
BKG100334,21-06-2023,02-08-2023,42,MAA,BOM,Akasa,QP748,1030,Adult,Economy,2646,Netbanking,Airline App,Confirmed,,2
BKG100335,07-02-2023,24-04-2023,76,MAA,DEL,Vistara,UK540,1750,Adult,Economy,4638,Wallet,Online,Confirmed,,3
BKG100336,05-04-2023,18-04-2023,13,BOM,HYD,SpiceJet,SG154,710,Child,Economy,2770,UPI,Travel Agent,Confirmed,,1
BKG100337,23-06-2023,01-07-2023,8,HYD,BOM,SpiceJet,SG249,710,Child,Economy,2476,Cash,Online,Confirmed,,5
BKG100338,03-06-2023,04-06-2023,1,DEL,HYD,Air India,AI925,1260,Adult,Economy,4533,Netbanking,Airline App,Confirmed,,1
BKG100339,01-02-2023,21-02-2023,20,MAA,DEL,GoAir,G8923,1750,Senior,Business,9594,Netbanking,Airline App,Pending,,
BKG100340,07-03-2023,04-06-2023,89,BOM,DEL,Akasa,QP224,1150,Senior,Economy,4135,Wallet,Travel Agent,Confirmed,,5
BKG100341,29-03-2023,07-06-2023,70,HYD,DEL,Vistara,UK234,1260,Adult,Economy,4452,Card,Airline App,Confirmed,,5
BKG100342,03-05-2023,13-07-2023,71,BLR,DEL,GoAir,G8739,1740,Senior,First,15501,UPI,Online,Confirmed,,4
BKG100343,21-05-2023,30-06-2023,40,DEL,BOM,Vistara,UK678,1150,Senior,Economy,2923,Wallet,Travel Agent,Pending,,
BKG100344,22-04-2023,24-06-2023,63,MAA,DEL,Vistara,UK636,1750,Child,Economy,6109,Netbanking,Airline App,Cancelled,Health issues,
BKG100345,21-03-2023,06-04-2023,16,HYD,BLR,Air India,AI797,500,Senior,Economy,1526,Cash,Airline App,Confirmed,,3
BKG100346,10-01-2023,26-01-2023,16,HYD,DEL,Akasa,QP707,1260,Senior,Economy,4805,Card,Travel Agent,Confirmed,,5
BKG100347,14-03-2023,29-05-2023,76,MAA,HYD,Vistara,UK123,630,Senior,Business,3314,Cash,Airline App,Confirmed,,1
BKG100348,20-02-2023,31-03-2023,39,BOM,BLR,Akasa,QP410,980,Senior,Economy,3545,Netbanking,Travel Agent,Confirmed,,1
BKG100349,28-02-2023,11-04-2023,42,BOM,DEL,GoAir,G8322,1150,Senior,Business,7895,UPI,Airline App,Confirmed,,4
BKG100350,21-04-2023,15-05-2023,24,DEL,BLR,Akasa,QP711,1740,Child,Economy,5643,Wallet,Airline App,Confirmed,,5
BKG100351,27-05-2023,08-07-2023,42,DEL,MAA,Air India,AI417,1750,Child,Economy,6696,UPI,Airline App,Cancelled,Found better deal,
BKG100352,12-05-2023,17-06-2023,36,BOM,DEL,Akasa,QP417,1150,Adult,Economy,4437,Card,Airline App,Confirmed,,4
BKG100353,21-06-2023,03-08-2023,43,HYD,DEL,Vistara,UK946,1260,Child,First,10740,Cash,Airline App,Cancelled,High ticket price,
BKG100354,11-06-2023,09-07-2023,28,HYD,DEL,GoAir,G8928,1260,Senior,Economy,3885,Netbanking,Travel Agent,Pending,,
BKG100355,01-01-2023,03-02-2023,33,BLR,DEL,IndiGo,6.00E+303,1740,Adult,Economy,6540,Netbanking,Online,Confirmed,,1
BKG100356,31-03-2023,01-04-2023,1,DEL,MAA,Vistara,UK505,1750,Adult,Business,9130,Card,Airline App,Cancelled,Other,
BKG100357,02-02-2023,29-03-2023,55,HYD,BLR,Air India,AI624,500,Adult,Business,3283,Cash,Online,Confirmed,,1
BKG100358,21-06-2023,29-07-2023,38,BOM,HYD,SpiceJet,SG163,710,Child,Economy,2733,UPI,Travel Agent,Confirmed,,5
BKG100359,23-04-2023,02-06-2023,40,BLR,MAA,GoAir,G8836,350,Senior,Economy,1222,Card,Airline App,Confirmed,,1
BKG100360,13-01-2023,14-03-2023,60,MAA,BLR,GoAir,G8541,350,Adult,Economy,1233,Wallet,Airline App,Confirmed,,2
BKG100361,01-05-2023,06-05-2023,5,BLR,MAA,Vistara,UK192,350,Adult,Economy,1167,Cash,Online,Pending,,
BKG100362,05-05-2023,14-05-2023,9,BLR,BOM,Akasa,QP783,980,Child,Economy,2696,Card,Online,Cancelled,Health issues,
BKG100363,12-05-2023,12-06-2023,31,BLR,HYD,Air India,AI443,500,Child,Economy,1592,Cash,Airline App,Confirmed,,3
BKG100364,21-02-2023,13-04-2023,51,BOM,HYD,Vistara,UK910,710,Child,Economy,1968,Wallet,Airline App,Confirmed,,4
BKG100365,10-01-2023,27-03-2023,76,DEL,HYD,GoAir,G8413,1260,Adult,Business,8744,Cash,Online,Confirmed,,2
BKG100366,09-02-2023,12-03-2023,31,DEL,HYD,Akasa,QP576,1260,Adult,Business,7475,UPI,Travel Agent,Confirmed,,3
BKG100367,22-02-2023,26-04-2023,63,BOM,HYD,Vistara,UK714,710,Adult,Economy,2125,Cash,Travel Agent,Confirmed,,5
BKG100368,17-06-2023,28-08-2023,72,BOM,HYD,GoAir,G8597,710,Child,Economy,2699,Wallet,Airline App,Confirmed,,4
BKG100369,08-04-2023,21-06-2023,74,BOM,HYD,IndiGo,6E956,710,Senior,Economy,2521,Cash,Online,Confirmed,,4
BKG100370,27-03-2023,09-05-2023,43,MAA,BLR,Air India,AI756,350,Senior,Business,1761,Card,Airline App,Confirmed,,2
BKG100371,15-02-2023,11-04-2023,55,MAA,BLR,Air India,AI589,350,Senior,Economy,1178,Wallet,Travel Agent,Cancelled,Other,
BKG100372,02-02-2023,28-04-2023,85,BLR,MAA,Vistara,UK292,350,Senior,Economy,1269,Netbanking,Travel Agent,Confirmed,,5
BKG100373,05-02-2023,25-02-2023,20,BLR,BOM,SpiceJet,SG655,980,Senior,Business,5670,Netbanking,Online,Confirmed,,4
BKG100374,05-02-2023,27-04-2023,81,MAA,HYD,SpiceJet,SG199,630,Child,Economy,2213,Cash,Airline App,Confirmed,,2
BKG100375,17-06-2023,22-06-2023,5,HYD,BOM,Vistara,UK125,710,Senior,Economy,2095,Wallet,Online,Confirmed,,3
BKG100376,17-03-2023,18-05-2023,62,MAA,DEL,Akasa,QP136,1750,Child,Economy,5615,Netbanking,Travel Agent,Cancelled,Other,
BKG100377,08-01-2023,01-04-2023,83,DEL,HYD,SpiceJet,SG414,1260,Child,Economy,3911,Wallet,Online,Confirmed,,4
BKG100378,19-06-2023,30-07-2023,41,MAA,DEL,GoAir,G8465,1750,Adult,Business,9118,Netbanking,Airline App,Cancelled,Health issues,
BKG100379,01-05-2023,01-06-2023,31,BLR,BOM,GoAir,G8764,980,Child,Business,5910,UPI,Airline App,Confirmed,,5
BKG100380,05-01-2023,11-01-2023,6,MAA,HYD,GoAir,G8470,630,Adult,Economy,2519,Cash,Online,Cancelled,Health issues,
BKG100381,08-01-2023,23-02-2023,46,HYD,BOM,Vistara,UK424,710,Senior,Economy,2761,UPI,Travel Agent,Confirmed,,3
BKG100382,14-01-2023,22-03-2023,67,DEL,HYD,Vistara,UK125,1260,Adult,Economy,4773,Cash,Travel Agent,Confirmed,,1
BKG100383,18-01-2023,18-03-2023,59,HYD,BLR,Akasa,QP579,500,Child,Economy,1612,Card,Airline App,Confirmed,,2
BKG100384,12-06-2023,06-07-2023,24,DEL,BLR,SpiceJet,SG949,1740,Adult,Business,12052,Card,Airline App,Confirmed,,2
BKG100385,04-02-2023,23-03-2023,47,BLR,BOM,Akasa,QP299,980,Adult,Economy,2559,Card,Online,Confirmed,,4
BKG100386,28-06-2023,01-09-2023,65,MAA,HYD,Vistara,UK592,630,Child,Economy,1601,Wallet,Online,Cancelled,Other,
BKG100387,15-03-2023,04-06-2023,81,MAA,DEL,IndiGo,6E640,1750,Child,Business,9617,Cash,Airline App,Confirmed,,2
BKG100388,07-01-2023,29-03-2023,81,BOM,HYD,IndiGo,6E990,710,Senior,Economy,2580,Card,Airline App,Confirmed,,5
BKG100389,11-06-2023,29-06-2023,18,MAA,BLR,Vistara,UK682,350,Senior,Economy,1145,Cash,Airline App,Cancelled,Found better deal,
BKG100390,16-06-2023,12-09-2023,88,DEL,MAA,Vistara,UK727,1750,Child,Business,10755,Wallet,Online,Confirmed,,2
BKG100391,18-02-2023,03-04-2023,44,HYD,DEL,IndiGo,6E432,1260,Child,Economy,4135,Wallet,Online,Confirmed,,2
BKG100392,27-02-2023,18-05-2023,80,HYD,DEL,SpiceJet,SG786,1260,Child,Economy,4921,Cash,Online,Cancelled,Health issues,
BKG100393,15-05-2023,25-07-2023,71,HYD,MAA,GoAir,G8269,630,Adult,Economy,2399,UPI,Airline App,Pending,,
BKG100394,26-05-2023,10-08-2023,76,DEL,MAA,Vistara,UK819,1750,Adult,Economy,5765,UPI,Travel Agent,Confirmed,,3
BKG100395,05-02-2023,16-02-2023,11,BLR,MAA,SpiceJet,SG612,350,Senior,Economy,1343,Cash,Travel Agent,Cancelled,Health issues,
BKG100396,27-05-2023,07-06-2023,11,MAA,BLR,Vistara,UK948,350,Child,Economy,1132,Card,Airline App,Confirmed,,1
BKG100397,19-06-2023,05-09-2023,78,BLR,BOM,Air India,AI855,980,Child,Business,6750,Cash,Travel Agent,Confirmed,,4
BKG100398,10-04-2023,16-04-2023,6,BOM,HYD,SpiceJet,SG433,710,Child,Business,4405,Cash,Online,Confirmed,,3
BKG100399,25-03-2023,19-05-2023,55,BOM,BLR,Akasa,QP745,980,Senior,Economy,3421,UPI,Online,Confirmed,,2
BKG100400,07-02-2023,10-04-2023,62,DEL,HYD,Air India,AI167,1260,Senior,Business,6795,Cash,Travel Agent,Confirmed,,2
BKG100401,03-06-2023,20-07-2023,47,BOM,MAA,Vistara,UK965,1030,Child,Economy,3590,Card,Travel Agent,Pending,,
BKG100402,18-03-2023,25-03-2023,7,MAA,HYD,GoAir,G8475,630,Child,Economy,2520,Cash,Travel Agent,Confirmed,,4
BKG100403,19-06-2023,14-08-2023,56,DEL,HYD,GoAir,G8200,1260,Senior,Economy,3264,UPI,Travel Agent,Confirmed,,5
BKG100404,22-03-2023,31-05-2023,70,MAA,DEL,Air India,AI505,1750,Adult,Economy,4687,Cash,Airline App,Confirmed,,2
BKG100405,27-05-2023,05-07-2023,39,HYD,DEL,Vistara,UK558,1260,Adult,Economy,4174,Netbanking,Airline App,Confirmed,,3
BKG100406,22-04-2023,26-05-2023,34,MAA,DEL,Vistara,UK398,1750,Child,Economy,6681,UPI,Online,Pending,,
BKG100407,08-02-2023,12-02-2023,4,BLR,DEL,GoAir,G8755,1740,Senior,Economy,6931,Wallet,Travel Agent,Confirmed,,1
BKG100408,05-04-2023,25-05-2023,50,DEL,BLR,Vistara,UK739,1740,Adult,Business,10588,Netbanking,Airline App,Confirmed,,2
BKG100409,02-04-2023,26-06-2023,85,BLR,MAA,Air India,AI688,350,Senior,Economy,988,Netbanking,Online,Confirmed,,1
BKG100410,14-04-2023,27-05-2023,43,BOM,MAA,Air India,AI716,1030,Child,Economy,3699,Cash,Travel Agent,Confirmed,,5
BKG100411,28-03-2023,11-05-2023,44,BLR,MAA,Vistara,UK581,350,Senior,First,3261,Wallet,Online,Confirmed,,1
BKG100412,15-02-2023,16-05-2023,90,BOM,BLR,Vistara,UK929,980,Child,Economy,2734,Wallet,Online,Cancelled,Other,
BKG100413,07-02-2023,04-03-2023,25,BLR,MAA,SpiceJet,SG782,350,Senior,Economy,1337,Wallet,Travel Agent,Confirmed,,3
BKG100414,12-06-2023,05-08-2023,54,BLR,DEL,Vistara,UK556,1740,Adult,Economy,4555,Cash,Online,Confirmed,,3
BKG100415,11-01-2023,06-04-2023,85,HYD,BOM,Vistara,UK981,710,Adult,Economy,2393,Card,Airline App,Confirmed,,2
BKG100416,14-05-2023,03-06-2023,20,BOM,DEL,GoAir,G8941,1150,Child,First,9219,Netbanking,Travel Agent,Confirmed,,4
BKG100417,26-01-2023,01-04-2023,65,BOM,MAA,SpiceJet,SG556,1030,Adult,Economy,3853,UPI,Travel Agent,Confirmed,,1
BKG100418,21-02-2023,26-04-2023,64,HYD,DEL,Vistara,UK433,1260,Senior,Business,8484,Card,Online,Cancelled,High ticket price,
BKG100419,19-03-2023,06-04-2023,18,HYD,BOM,IndiGo,6E356,710,Adult,Economy,1864,UPI,Travel Agent,Confirmed,,4
BKG100420,15-06-2023,06-07-2023,21,DEL,BOM,GoAir,G8757,1150,Child,Business,5957,UPI,Airline App,Confirmed,,4
BKG100421,28-01-2023,07-04-2023,69,DEL,HYD,Akasa,QP133,1260,Senior,Economy,4056,Netbanking,Online,Confirmed,,1
BKG100422,27-04-2023,20-05-2023,23,BOM,DEL,IndiGo,6.00E+176,1150,Child,Economy,2987,Card,Online,Confirmed,,2
BKG100423,03-03-2023,02-05-2023,60,BOM,DEL,SpiceJet,SG373,1150,Child,Business,7071,Wallet,Travel Agent,Pending,,
BKG100424,27-06-2023,21-07-2023,24,MAA,BLR,GoAir,G8609,350,Child,Economy,1344,Wallet,Airline App,Confirmed,,5
BKG100425,04-01-2023,15-01-2023,11,MAA,BOM,GoAir,G8467,1030,Child,Business,6795,Netbanking,Airline App,Confirmed,,5
BKG100426,27-02-2023,19-04-2023,51,BOM,DEL,IndiGo,6.00E+128,1150,Child,Economy,4246,Wallet,Online,Cancelled,Health issues,
BKG100427,08-04-2023,05-06-2023,58,BLR,HYD,GoAir,G8511,500,Senior,Economy,1689,Cash,Travel Agent,Confirmed,,4
BKG100428,20-02-2023,28-03-2023,36,HYD,DEL,GoAir,G8654,1260,Adult,Economy,4434,UPI,Airline App,Confirmed,,5
BKG100429,20-06-2023,20-08-2023,61,BOM,BLR,Air India,AI923,980,Adult,Business,5126,Cash,Travel Agent,Cancelled,Change in plans,
BKG100430,12-01-2023,04-03-2023,51,BOM,DEL,IndiGo,6E349,1150,Senior,Economy,4460,Netbanking,Online,Cancelled,High ticket price,
BKG100431,27-01-2023,27-02-2023,31,HYD,MAA,Vistara,UK415,630,Adult,Economy,2012,UPI,Airline App,Cancelled,Found better deal,
BKG100432,12-06-2023,08-09-2023,88,DEL,HYD,GoAir,G8273,1260,Adult,Economy,3338,Netbanking,Airline App,Confirmed,,2
BKG100433,28-05-2023,04-06-2023,7,BOM,BLR,IndiGo,6E352,980,Child,Economy,2881,Cash,Online,Confirmed,,3
BKG100434,27-05-2023,03-07-2023,37,BOM,BLR,SpiceJet,SG307,980,Senior,Economy,3354,Cash,Travel Agent,Confirmed,,4
BKG100435,06-03-2023,30-03-2023,24,BLR,HYD,Akasa,QP423,500,Senior,Economy,1698,Cash,Travel Agent,Confirmed,,3
BKG100436,18-01-2023,23-01-2023,5,BOM,HYD,IndiGo,6E343,710,Senior,Economy,2439,Cash,Airline App,Confirmed,,4
BKG100437,21-01-2023,16-03-2023,54,BLR,BOM,SpiceJet,SG497,980,Senior,Business,6701,Cash,Online,Confirmed,,5
BKG100438,02-03-2023,17-04-2023,46,BLR,MAA,Vistara,UK800,350,Senior,Economy,1169,Card,Airline App,Confirmed,,2
BKG100439,12-05-2023,09-06-2023,28,MAA,HYD,Air India,AI900,630,Senior,Economy,2330,Card,Travel Agent,Confirmed,,3
BKG100440,06-01-2023,27-02-2023,52,HYD,DEL,SpiceJet,SG335,1260,Adult,Economy,3153,Card,Airline App,Confirmed,,4
BKG100441,20-03-2023,27-03-2023,7,HYD,BLR,Akasa,QP357,500,Senior,Economy,1631,Netbanking,Airline App,Confirmed,,2
BKG100442,09-05-2023,10-06-2023,32,HYD,BOM,IndiGo,6E996,710,Senior,Economy,2357,Card,Airline App,Cancelled,High ticket price,
BKG100443,22-02-2023,23-02-2023,1,BOM,HYD,SpiceJet,SG719,710,Child,Economy,1880,Netbanking,Online,Confirmed,,1
BKG100444,23-01-2023,03-04-2023,70,BLR,MAA,Vistara,UK586,350,Adult,Economy,1322,UPI,Airline App,Confirmed,,4
BKG100445,03-05-2023,24-05-2023,21,MAA,BLR,SpiceJet,SG977,350,Child,Economy,1155,Wallet,Online,Confirmed,,3
BKG100446,25-05-2023,03-07-2023,39,BLR,DEL,SpiceJet,SG984,1740,Senior,Business,11906,UPI,Airline App,Confirmed,,4
BKG100447,13-03-2023,18-05-2023,66,BLR,MAA,Akasa,QP489,350,Adult,Economy,915,Netbanking,Travel Agent,Confirmed,,2
BKG100448,25-06-2023,11-07-2023,16,HYD,BLR,IndiGo,6.00E+270,500,Child,First,4409,Card,Airline App,Confirmed,,5
BKG100449,03-01-2023,11-01-2023,8,HYD,DEL,IndiGo,6.00E+251,1260,Child,Economy,4697,UPI,Airline App,Confirmed,,2
BKG100450,24-05-2023,11-07-2023,48,DEL,MAA,Vistara,UK187,1750,Child,Economy,6019,Cash,Travel Agent,Confirmed,,2
BKG100451,20-04-2023,10-06-2023,51,BLR,HYD,Akasa,QP202,500,Senior,Economy,1466,Cash,Airline App,Cancelled,Other,
BKG100452,22-02-2023,31-03-2023,37,BOM,BLR,Vistara,UK259,980,Child,Economy,3153,UPI,Online,Confirmed,,2
BKG100453,14-02-2023,01-05-2023,76,HYD,BLR,Akasa,QP179,500,Adult,Economy,1726,Card,Online,Confirmed,,4
BKG100454,11-06-2023,08-09-2023,89,HYD,MAA,Air India,AI878,630,Adult,Economy,1821,UPI,Online,Confirmed,,3
BKG100455,26-06-2023,21-08-2023,56,DEL,HYD,Vistara,UK799,1260,Adult,Economy,4200,Wallet,Online,Confirmed,,1
BKG100456,07-04-2023,22-04-2023,15,MAA,DEL,IndiGo,6E755,1750,Child,Economy,6445,Card,Online,Confirmed,,4
BKG100457,25-05-2023,19-06-2023,25,BOM,DEL,GoAir,G8409,1150,Child,Economy,4524,Cash,Online,Cancelled,Other,
BKG100458,17-04-2023,16-06-2023,60,BLR,DEL,SpiceJet,SG939,1740,Adult,Economy,5958,UPI,Airline App,Pending,,
BKG100459,28-01-2023,10-03-2023,41,DEL,BOM,IndiGo,6E864,1150,Senior,Business,6564,UPI,Online,Confirmed,,2
BKG100460,24-03-2023,11-06-2023,79,HYD,MAA,Akasa,QP545,630,Adult,Economy,2098,Cash,Travel Agent,Confirmed,,5
BKG100461,25-03-2023,24-04-2023,30,BLR,BOM,Air India,AI567,980,Child,Business,5669,Netbanking,Travel Agent,Pending,,
BKG100462,01-05-2023,27-07-2023,87,BLR,MAA,Air India,AI185,350,Child,Economy,1153,Card,Online,Cancelled,High ticket price,
BKG100463,07-01-2023,26-03-2023,78,MAA,BOM,GoAir,G8475,1030,Child,Business,5642,Card,Airline App,Confirmed,,4
BKG100464,16-04-2023,09-07-2023,84,HYD,MAA,GoAir,G8390,630,Adult,Economy,1858,Wallet,Airline App,Cancelled,Other,
BKG100465,22-06-2023,29-08-2023,68,DEL,BOM,GoAir,G8459,1150,Adult,Economy,3502,Card,Airline App,Cancelled,Found better deal,
BKG100466,15-01-2023,04-03-2023,48,BLR,MAA,Vistara,UK946,350,Child,Economy,1116,Wallet,Airline App,Confirmed,,1
BKG100467,12-03-2023,19-04-2023,38,BLR,HYD,Akasa,QP474,500,Child,Business,2984,Cash,Online,Confirmed,,4
BKG100468,03-01-2023,01-04-2023,88,BLR,HYD,IndiGo,6E702,500,Child,Economy,1594,Netbanking,Online,Confirmed,,3
BKG100469,27-06-2023,10-09-2023,75,MAA,DEL,SpiceJet,SG750,1750,Adult,Economy,5976,Card,Airline App,Pending,,
BKG100470,08-06-2023,25-08-2023,78,BLR,HYD,Vistara,UK710,500,Adult,Economy,1889,Netbanking,Airline App,Confirmed,,3
BKG100471,05-02-2023,08-02-2023,3,HYD,MAA,SpiceJet,SG821,630,Adult,Economy,2199,Cash,Online,Confirmed,,3
BKG100472,23-02-2023,10-05-2023,76,BLR,HYD,Vistara,UK857,500,Adult,First,4157,UPI,Travel Agent,Confirmed,,1
BKG100473,31-03-2023,09-05-2023,39,MAA,HYD,IndiGo,6E658,630,Senior,Business,4081,UPI,Online,Confirmed,,4
BKG100474,31-05-2023,29-06-2023,29,BLR,HYD,Air India,AI584,500,Child,First,3536,Card,Online,Confirmed,,1
BKG100475,08-02-2023,22-02-2023,14,MAA,BOM,Air India,AI876,1030,Adult,Economy,3023,Netbanking,Airline App,Confirmed,,3
BKG100476,06-01-2023,18-01-2023,12,DEL,BOM,SpiceJet,SG888,1150,Senior,Economy,3872,Netbanking,Online,Confirmed,,3
BKG100477,22-02-2023,25-04-2023,62,BOM,BLR,SpiceJet,SG443,980,Child,Business,5442,Cash,Travel Agent,Confirmed,,1
BKG100478,10-03-2023,05-05-2023,56,BLR,DEL,GoAir,G8467,1740,Adult,Economy,4531,Netbanking,Travel Agent,Confirmed,,4
BKG100479,23-03-2023,24-04-2023,32,HYD,DEL,GoAir,G8131,1260,Adult,Economy,4829,Wallet,Travel Agent,Confirmed,,1
BKG100480,10-02-2023,09-05-2023,88,HYD,MAA,IndiGo,6E641,630,Senior,Business,3891,Cash,Online,Confirmed,,1
BKG100481,05-03-2023,09-05-2023,65,DEL,BLR,GoAir,G8632,1740,Child,Economy,4404,Wallet,Airline App,Confirmed,,4
BKG100482,14-06-2023,10-08-2023,57,DEL,BOM,Akasa,QP615,1150,Adult,Business,7297,UPI,Online,Confirmed,,4
BKG100483,07-05-2023,30-06-2023,54,HYD,MAA,Air India,AI759,630,Senior,First,4450,Card,Online,Confirmed,,2
BKG100484,05-03-2023,07-03-2023,2,DEL,HYD,GoAir,G8754,1260,Adult,First,9966,Netbanking,Airline App,Pending,,
BKG100485,13-04-2023,09-07-2023,87,BOM,MAA,Air India,AI291,1030,Senior,Business,6515,Cash,Online,Confirmed,,5
BKG100486,19-04-2023,27-05-2023,38,BOM,DEL,Akasa,QP345,1150,Senior,Economy,3325,UPI,Travel Agent,Confirmed,,3
BKG100487,21-01-2023,12-03-2023,50,DEL,MAA,GoAir,G8570,1750,Adult,Business,12173,UPI,Airline App,Cancelled,Health issues,
BKG100488,24-01-2023,24-04-2023,90,HYD,DEL,Air India,AI158,1260,Child,Business,7431,Card,Travel Agent,Confirmed,,3
BKG100489,02-02-2023,19-02-2023,17,MAA,DEL,Air India,AI730,1750,Child,First,15576,Wallet,Online,Confirmed,,1
BKG100490,05-02-2023,19-02-2023,14,BLR,DEL,Vistara,UK280,1740,Adult,Economy,6889,Netbanking,Airline App,Cancelled,Found better deal,
BKG100491,10-05-2023,04-06-2023,25,BLR,DEL,Air India,AI524,1740,Child,Economy,5996,Cash,Travel Agent,Confirmed,,4
BKG100492,09-06-2023,21-08-2023,73,HYD,DEL,SpiceJet,SG725,1260,Child,Business,8186,UPI,Online,Confirmed,,4
BKG100493,15-05-2023,23-06-2023,39,BLR,BOM,SpiceJet,SG283,980,Senior,Economy,3068,Card,Online,Confirmed,,1
BKG100494,02-03-2023,14-04-2023,43,MAA,DEL,GoAir,G8211,1750,Senior,Economy,5635,Netbanking,Travel Agent,Pending,,
BKG100495,02-03-2023,19-04-2023,48,BOM,HYD,GoAir,G8772,710,Senior,Economy,2242,UPI,Airline App,Confirmed,,2
BKG100496,25-04-2023,17-06-2023,53,MAA,BLR,Air India,AI529,350,Child,Economy,1285,Wallet,Travel Agent,Confirmed,,2
BKG100497,05-05-2023,26-05-2023,21,DEL,BLR,Akasa,QP879,1740,Adult,Business,11788,Netbanking,Airline App,Confirmed,,2
BKG100498,02-01-2023,04-02-2023,33,HYD,BLR,Akasa,QP323,500,Senior,Economy,1910,Wallet,Online,Pending,,
BKG100499,09-05-2023,29-06-2023,51,BOM,HYD,SpiceJet,SG667,710,Senior,Economy,2515,UPI,Airline App,Confirmed,,5
BKG100500,19-04-2023,02-07-2023,74,BLR,DEL,SpiceJet,SG436,1740,Adult,Business,10204,UPI,Online,Cancelled,High ticket price,
